Year,Decade,Song Title,Artist,Soloist,Saxophone Type
1955,1950s,The Great Pretender,The Platters,Plas Johnson,Tenor
1955,1950s,Mambo Rock,Bill Haley and his Comets,Joey D'Ambrosia,Tenor
1955,1950s,"Ling, Ting, Tong",The Five Keys,Unknown,Tenor
1955,1950s,(We're Gonna) Rock Around the Clock,Bill Haley and His Comets,Joey D'Ambrosia,Tenor
1955,1950s,All By Myself,Fats Domino,Herb Hardesty,Tenor
1955,1950s,Ain't That a Shame,Pat Boone,Unknown,Tenor
1955,1950s,Ain't That a Shame,Fats Domino,Wendell Duconge,Alto
1955,1950s,At My Front Door,Pat Boone,Unknown,Tenor
1955,1950s,At My Front Door,El Dorados,Red Holloway,Tenor
1955,1950s,Blue Velvet,The Clovers,Sam “The Man” Taylor,Tenor
1955,1950s,Birth of the Boogie,Bill Haley and his Comets,Joey D'Ambrosia,Tenor
1955,1950s,Burn that Candle,Bill Haley and his Comets,Rudy Pompilli,Tenor
1955,1950s,Cherry Pink And Apple Blossom White,Perez Prado Orchestra,Unknown,Sax Section
1955,1950s,Daddy-O,The Fontane Sisters,Unknown,Tenor
1955,1950s,Don't Be Angry,Nappy Brown,Budd Johnson Or Sam Taylor,Tenor
1955,1950s,"Dim, Dim the Lights",Bill Haley and his Comets,Joey D'Ambrosia,Tenor
1955,1950s,Everyday I Have The Blues,COUNT BASIE with vocal by,"Joe Williams. Saxophone Section; F. Wess, C. Fowlkes, W. Graham, F. Foster, M. Royal",Sax Section
1955,1950s,Flip Flop And Fly,Big Joe Turner,Al Sears,Tenor
1955,1950s,Gee Whittakers,The Five Keys,Unknown,Tenor
1955,1950s,Gee Whittakers,Pat Boone,Unknown,Tenor
1955,1950s,Good Rockin' Daddy,Etta James,Unknown,Alto
1955,1950s,Hands Off,Jay McShann's Orchestra & Priscilla Bowman,Unknown,Tenor
1955,1950s,Hard To Get,Gisele Mackenzie,Unknown,Alto
1955,1950s,Hearts Of Stone,The Charms,Unknown,Tenor
1955,1950s,Hearts Of Stone,The Fontane Sisters,Unknown,Tenor
1955,1950s,Hide And Seek,Big Joe Turner,Al Sears,Tenor
1955,1950s,I Can't Go On,Fats Domino,Lee Allen,Tenor
1955,1950s,It's Love Baby,Louis Brooks And His High Toppers,Featuring Vocal By Earl Gaines,Tenor
1955,1950s,Ko Ko Mo (I Love YoU So),Perry Como,Unknown,Tenor
1955,1950s,"Ling, Ting, Tong",Charms,Unknown,Tenor
1955,1950s,My Boy Flat Top,Dorothy Collins,Unknown,Tenor
1955,1950s,My Boy Flat Top–,Boyd Bennett And His Rockets,Bobby Jones,Alto
1955,1950s,Melody of Love,David Carroll AND HIS ORCHESTRA,Howard Davis,Alto
1955,1950s,Melody of Love,Four Aces,Unknown,Alto
1955,1950s,Melody of Love,Frank Sinatra & Ray Anthony,"Skeets Herfurt, Wilbur Schwartz , Leo Anthony ,",Sax Section
1955,1950s,Melody of Love,Inkspots,Unknown,Alto
1955,1950s,Melody of Love,Billy Vaughn ORCHESTRA,Justin Gordon,Alto
1955,1950s,Nip Sip,The Clovers,Big Al Sears,Tenor
1955,1950s,Only You (And You Alone),The Platters,Plas Johnson,Tenor
1955,1950s,Poor Me,Fats Domino,Lee Allen,Tenor
1955,1950s,Rock Love,The Fontane Sisters,Unknown,Tenor
1955,1950s,Razzle-Dazzle,Bill Haley and his Comets,Joey D'Ambrosia,Tenor
1955,1950s,Rock-a-Beatin' Boogie,Bill Haley and his Comets,Rudy Pompilli,Tenor
1955,1950s,Seventeen,The Fontane Sisters,Unknown,Tenor
1955,1950s,Seventeen,Boyd Bennett And His Rockets,Bobby Jones,Alto
1955,1950s,Sincerely,McGuire Sisters,Unknown,Baritone
1955,1950s,The Wallflower,Etta James And “The Peaches” Maxwell Davis,Unknown,Tenor
1955,1950s,The Kentuckian Song,The HilltopperS,Unknown,Alto
1955,1950s,Tweedlee Dee,Lavern Baker,Sam “The Man” Taylor,Tenor
1955,1950s,Two Hound Dogs,Bill Haley and his Comets,Joey D'Ambrosia,Tenor
1955,1950s,Whatcha Gonna Do,The Drifters,"Sam ""The Man"" Taylor",Tenor
1955,1950s,Yes Sir That's My Baby,Sensations,Sam “The Man” Taylor,Tenor
1955,1950s,"Two Hearts, Two Kisses (Make One Love)",Pat Boone,Unknown,Tenor
1955,1950s,"Two Hearts, Two Kisses (Make One Love)",Otis Williams And The Charms,Unknown,Tenor
1956,1950s,She's Got It,Little Richard,Unknown,Tenor
1956,1950s,Tutti-Frutti,Little Richard,Lee Allen,Tenor
1956,1950s,Rip It Up,Little Richard,Lee Allen,Tenor
1956,1950s,Rip It Up,Bill Haley and His Comets,Rudy Pompilli,Tenor
1956,1950s,The Girl Can't Help It,Little Richard,Lee Allen,Tenor
1956,1950s,(Uk 29) Honey Chile,Fats Domino,Herb Hardesty,Tenor
1956,1950s,A Tear Fell,Teresa Brewer,Unknown,Alto
1956,1950s,After The Lights Go Down Low,Al Hibbler,"Sam ""The Man"" Taylor & Al Sears",Tenor
1956,1950s,All Around The World,Little Richard,Lee Allen,Tenor
1956,1950s,Corrine Corrina,Big Joe Turner,"Sam ""The Man"" Taylor",Tenor
1956,1950s,Chains of Love,Pat Boone,Unknown,Sax Section
1956,1950s,Confidential,Sonny Knight,Plas Johnson,Tenor
1956,1950s,Devil Or Angel,The Clovers,Willis Jackson,Tenor
1956,1950s,Don't Blame It On Me,Fats Domino,"Robert ""Buddy"" Hagans",Tenor
1956,1950s,Down In Mexico,Coasters,Gil Bernal,Tenor
1956,1950s,Eddie My Love,The Fontane Sisters,Unknown,Sax Section
1956,1950s,Eddie My Love,Teen Queens,Plas Johnson,Tenor
1956,1950s,Experiments with Mice,Johnny Dankworth,Johnny Dankworth,Alto
1956,1950s,Fever,Little Willie John,Ray Felder,Sax Section
1956,1950s,Giddy Up A Ding Dong,Freddy Bell & The Bell Boys,Jack Kane,Alto
1956,1950s,"Hey, Doll Baby",The Clovers,Unknown,Tenor
1956,1950s,Honky Tonk (Parts 1 and 2),Bill Doggett,Clifford Scott,Tenor
1956,1950s,I Can't Love You Enough,Lavern Baker,Sam “The Man” Taylor,Tenor
1956,1950s,I Want You to be My Girl,Frankie Lymon & the Teenagers,Jimmy Wright,Tenor
1956,1950s,It Isn't Right,The Platters,Plas Johnson,Tenor
1956,1950s,I'm In Love Again,The Fontane Sisters,Unknown,Sax Section
1956,1950s,I'm In Love Again,Fats Domino,Lee Allen,Tenor
1956,1950s,Ka Ding Dong,The Diamonds,Unknown,Tenor
1956,1950s,"Lipstick, Powder And Paint",Big Joe Turner,Sam “The Man” Taylor,Tenor
1956,1950s,"Love, Love, Love",The Clovers,Dave McRae,Baritone
1956,1950s,Let the Good Times Roll,Shirley and Lee,Lee Allen,Tenor
1956,1950s,Long Tall Sally,Pat Boone,Unknown,Tenor
1956,1950s,Long Tall Sally,Little Richard,Lee Allen,Tenor
1956,1950s,My Blue Heaven,Fats Domino,Clarence Ford,Alto
1956,1950s,Oh What a Night,The Dells,Lucius “LITTLE WASH” Washington,Tenor
1956,1950s,R-O-C-K,Bill Haley and His Comets,Rudy Pompilli,Tenor
1956,1950s,Ram-Bunk-Shush,Bill Doggett,Clifford Scott,Tenor
1956,1950s,Ready Teddy,Little Richard,Lee Allen,Tenor
1956,1950s,Rock A While,Big Joe Turner,Sam “The Man” Taylor,Tenor
1956,1950s,Rock With The Caveman,Tommy Steele,Ronnie Scott,Tenor
1956,1950s,Rockin' Thru The Rye,Bill Haley And His Comets,Rudy Pompilli,Tenor
1956,1950s,Rudy's Rock,Bill Haley and His Comets,Rudy Pompilli,Tenor
1956,1950s,Seven Days,Clyde McPhatter,Unknown,Tenor
1956,1950s,Seven Days,The Crew Cuts,David Carroll Orchestra,Sax Section
1956,1950s,So Long,Fats Domino,Wendell Duconge,Alto
1956,1950s,Soft Summer Breeze,The Diamonds,Unknown,Tenor
1956,1950s,Stranded In The Jungle,The Cadets,Plas Johnson,Tenor
1956,1950s,Since I Met You Baby,Ivory Joe Hunter,Jesse Powell,Alto
1956,1950s,Slippin' and Slidin',Little Richard,Lee Allen,Tenor
1956,1950s,Slow Walk,Bill Doggett,Clifford Scott,Tenor
1956,1950s,Speedoo,Cadillacs,Jesse Powell,Baritone
1956,1950s,Teach You To Rock,Tony Crombie And The Rockets,Unknown,Tenor
1956,1950s,The Saints Rock'n'Roll,Bill Haley and His Comets,Rudy Pompilli,Tenor
1956,1950s,Tutti-Frutti,Pat Boone,Unknown,Tenor
1956,1950s,What's The Reason I'm Not Pleasing You,Fats Domino,Unknown,Tenor
1956,1950s,When My Dreamboat ComeS Home,Fats Domino,Lee Allen,Tenor
1956,1950s,When You Dance,Turbans,"Sam ""The Man"" Taylor",Tenor
1956,1950s,Why Do Fools Fall in Love,The Diamonds,Unknown,Tenor
1957,1950s,Mr. Lee,Bobbettes,Jesse Powell,Tenor
1957,1950s,Raunchy,Ernie Freeman,Plas Johnson,Soprano
1957,1950s,Bony Moronie,Larry Williams,Plas Johnson,Tenor
1957,1950s,Baby Face,Little Richard,Lee Allen,Tenor
1957,1950s,Blue Monday,Fats Domino,Herb Hardesty,Baritone
1957,1950s,Raunchy,Bill Justis,Bill Justis,Alto
1957,1950s,April Love,Pat Boone,Unknown,Alto
1957,1950s,C.C. Rider,Chuck Willis,"Gene ""Daddy G"" Barge",Tenor
1957,1950s,Come Go With Me,The Del-Vikings,GEORGE Upshaw,Tenor
1957,1950s,Cool Shake,The Del-Vikings,Unknown,Tenor
1957,1950s,Do What You Did,Thurston Harris,Jackie Kelso,Tenor
1957,1950s,Don't Knock The Rock,Bill Haley And His Comets,Rudy Pompilli,Tenor
1957,1950s,Diana,Paul Anka,Unknown,Alto
1957,1950s,Hallelujah I Love Her So,Ray Charles,Don Wilkerson,Tenor
1957,1950s,"Happy, Happy, Happy Birthday, Baby",Tune Weavers,Frank Paul Orchestra,Alto
1957,1950s,He's Mine,The Platters,Plas Johnson,Tenor
1957,1950s,High School Dance,Larry WilliamS,Jesse James Jones,Tenor
1957,1950s,I Want You To Know,Fats Domino,Lee Allen,Tenor
1957,1950s,It's You I Love,Fats Domino,Lee Allen,Tenor
1957,1950s,I'm Walking,Ricky Nelson,Plas Johnson,Tenor
1957,1950s,I'm Waiting JUST For You,Pat Boone,Unknown,Alto
1957,1950s,I'm Walking,Fats Domino,Herb Hardesty,Tenor
1957,1950s,"Jenny, Jenny",Little Richard,Lee Allen,Tenor
1957,1950s,Jim Dandy,Lavern Baker,Sam “The Man” Taylor,Tenor
1957,1950s,June Night,Jimmy Dorsey Orchestra,Dick Stabile,Alto
1957,1950s,Just Because,Lloyd Price,Unknown,Tenor
1957,1950s,Keep A Knockin',Little Richard,Grady Gaines,Tenor
1957,1950s,Leaps And Bounds,Clifford Scott,Unknown,Tenor
1957,1950s,Love Letters In The Sand,Pat Boone,Unknown,Sax Section
1957,1950s,Love Roller Coaster,Big Joe Turner,Gus Fontenette,Tenor
1957,1950s,Lucille,Little Richard,Lee Allen,Tenor
1957,1950s,Miss Ann,Little Richard,Lee Allen,Tenor
1957,1950s,Rock The Joint,Bill Haley And His Comets,Rudy Pompilli,Tenor
1957,1950s,Raunchy,Billy Vaughn,Justin Gordon,Alto
1957,1950s,Send For Me,Nat King Cole,Plas Johnson,Tenor
1957,1950s,Send Me Some Lovin',Little Richard,Lee Allen,Tenor
1957,1950s,Shish-Kebab,Ralph Marterie,Unknown,Alto
1957,1950s,Short Fat Fannie,Larry Williams,Jesse James Jones,Tenor
1957,1950s,Silhouettes,The Rays,Unknown,Sax Section
1957,1950s,Silhouettes,The Diamonds,Unknown,Sax Section
1957,1950s,So Rare,Jimmy Dorsey,Jimmy Dorsey,Alto
1957,1950s,Soft,Bill Doggett,Clifford Scott,Baritone
1957,1950s,The Rooster Song,Fats Domino,Herb Hardesty,Tenor
1957,1950s,Tricky,Ralph Marterie,Unknown,Sax Section
1957,1950s,To The Aisle,Five Satins,Unknown,Alto
1957,1950s,Valley Of Tears,Fats Domino,Herb Hardesty,Tenor
1957,1950s,Wait And See,Fats Domino,Herb Hardesty,Tenor
1957,1950s,Whispering Bells,The Del-Vikings,Ben Smith,Tenor
1957,1950s,Young Blood,Coasters,Gil Bernal,Tenor
1957,1950s,Zip Zip,The Diamonds,Unknown,Tenor
1958,1950s,Buona Sera,Louis Prima,Sam Butera,Tenor
1958,1950s,The Stroll,Diamonds,King Curtis,Tenor
1958,1950s,Hoots Mon,Lord Rockingham's X1,Red Price-,Tenor
1958,1950s,Born Too Late,Poni Tails,Unknown,Alto
1958,1950s,Splish Splash,Bobby Darin,Jesse Powell,Tenor
1958,1950s,Cannonball,Duane Eddy,Steve Douglas,Tenor
1958,1950s,The Big Beat,Fats Domino,Lee Allen,Tenor
1958,1950s,Ooh! My Soul,Little Richard,Grady Gaines,Tenor
1958,1950s,Queen of the Hop,Bobby Darin,Jesse Powell,Tenor
1958,1950s,The Twist,Hank Ballard & The Midnighters,Ray Felder,Tenor
1958,1950s,Stagger Lee,Lloyd Price,Unknown,Tenor
1958,1950s,Good Golly Miss Molly,Little Richard,Lee Allen,Tenor
1958,1950s,7-11,Gone All Stars,Buddy Lucas,Tenor
1958,1950s,A Letter To An Angel,Jimmy Clanton,Alvin “Red” Tyler,Tenor
1958,1950s,Blip Blop,Bill Doggett,"Floyd ""Candy"" Johnson",Tenor
1958,1950s,Blue Hawaii,Billy Vaughn Orchestra,Justin Gordon,Alto
1958,1950s,Buona Sera,Ralf Bendix,Unknown,Tenor
1958,1950s,Buzz-Buzz-Buzz,Hollywood Flames,Jesse James Jones,Tenor
1958,1950s,Betty and Dupree,Chuck WilliS,Gene “Daddy G” Barge,Tenor
1958,1950s,Big Bopper's Wedding,Big Bopper,Link Davis,Tenor
1958,1950s,Come Prima,Ralf Bendix,Unknown,Sax Section
1958,1950s,Cerveza,Boots Brown,Plas Johnson,Tenor
1958,1950s,Cha Hua Hua,Eddie Platt And His Orchestra,Eddie Platt,Sax Section
1958,1950s,Cha Hua Hua,Pets,Plas Johnson,Sax Section
1958,1950s,Chanson d'amour (Song of Love),Fontane Sisters,Plas Johnson,Tenor
1958,1950s,Chanson d'amour (Song of Love),Art & Dotty Todd,Plas Johnson,Tenor
1958,1950s,Chantilly Lace,Big Bopper,Link Davis,Tenor
1958,1950s,Crazy in Love,Paul Anka,Unknown,Alto
1958,1950s,Dede Dinah,Frankie Avalon,Unknown,Tenor
1958,1950s,Dinner With Drac,John Zacherle,Dan Dailey,Tenor
1958,1950s,Early In The Morning,Buddy Holly,Sam “The Man” Taylor,Tenor
1958,1950s,Early in the Morning,Bobby Darin,Sam “The Man” Taylor,Tenor
1958,1950s,El Rancho Rock,Champs,Chuck Rio,Tenor
1958,1950s,Forget Me Not,Kalin Twins,Unknown,Tenor
1958,1950s,For Your Love,Ed Townsend,Plas Johnson,Tenor
1958,1950s,Got A Job,The Miracles,Unknown,Tenor
1958,1950s,Get a Job,Silhouettes,Rollee Mcgill,Tenor
1958,1950s,Hang Up My Rock And Roll Shoes,Chuck Willis,King Curtis,Tenor
1958,1950s,Hold It,Bill Doggett,"Floyd ""Candy"" Johnson",Tenor
1958,1950s,High Sign,The Diamonds,Unknown,Tenor
1958,1950s,How the Time Flies,Jerry Wallace,Plas Johnson,Tenor
1958,1950s,I Cried A Tear,Lavern Baker,King Curtis,Alto
1958,1950s,Itchy Twitchy Feeling,Bobby Hendricks,Jimmy Oliver Orchestra Jesse Powell,Tenor
1958,1950s,Jennie Lee,Billy Ward And His Dominoes,Unknown,Tenor
1958,1950s,Jump For Joy,Big Joe Turner,King Curtis,Tenor
1958,1950s,Jennie Lee,Jan & Arnie,Plas Johnson,Tenor
1958,1950s,Kansas City,Hank Ballard & The Midnighters,James E. Moore,Tenor
1958,1950s,Kansas City,Little Richard,Unknown,Tenor
1958,1950s,Keep A-Driving,Chuck Willis,King Curtis,Tenor
1958,1950s,Leroy,Jack Scott,George Katsakis,Tenor
1958,1950s,Little Mary,Fats Domino,Lee Allen,Tenor
1958,1950s,La Paloma,Billy Vaughn,Justin Gordon,Alto
1958,1950s,Monster Party,Bill Doggett,Clifford Scott,Tenor
1958,1950s,Mexican HOt ROCK,The Applejacks,Unknown,Sax Section
1958,1950s,"No, No",Fats Domino,Herb Hardesty,Tenor
1958,1950s,Nee Nee Na Na Na Na Nu Nu,Dicky Doo and The Don'tS,Al Ways,Tenor
1958,1950s,"No Chemise, Please",Gerry Granahan,Unknown,Tenor
1958,1950s,Patricia,Perez Prado,Rene Bloch,Sax Section
1958,1950s,Poor Boy,Royaltones,George Katsakis,Tenor
1958,1950s,Purple People Eater,Sheb Wooley,Plas Johnson,Tenor
1958,1950s,Rainbow Riot Part 1,Bill Doggett,"Floyd ""Candy"" Johnson",Tenor
1958,1950s,Raunchy,Ken Mackintosh & His Orchestra,Ken Mackintosh,Alto
1958,1950s,Ramrod,Duane Eddy,Plas Johnson,Tenor
1958,1950s,Rebel Rouser,Duane Eddy,Gil Bernal,Tenor
1958,1950s,Short Shorts,Royal Teens,Billy Crandall,Tenor
1958,1950s,Stupid Cupid,Connie Francis,Unknown,Tenor
1958,1950s,Sugar Moon,Pat Boone,Unknown,Alto
1958,1950s,Tequila,Eddie Platt,Unknown,Tenor
1958,1950s,Try Me (I Need You),James Brown & The Famous Flames,George Dorsey,Alto
1958,1950s,Tea for Two Cha Cha,Tommy Dorsey Orchestra,Joe Lopes,Alto
1958,1950s,Tequila,Champs,Chuck Rio,Tenor
1958,1950s,That Old Black Magic,Louis Prima and Keely Smith,Sam Butera,Tenor
1958,1950s,The Blob,The Five Blobs,Paul RoBerts,Alto
1958,1950s,The Walk,Jimmy McCracklin,Big Johnny “Bird” Parker,Tenor
1958,1950s,This Little Girl's Gone Rockin',Ruth Brown,King Curtis,Tenor
1958,1950s,Tumbling Tumbleweeds,Billy Vaughn,Justin Gordon,Alto
1958,1950s,Week End,The Kingsmen,Rudy Pompilli,Tenor
1958,1950s,What Am I Living For,Chuck Willis,King Curtis,Tenor
1958,1950s,When,Kalin Twins,Unknown,Tenor
1959,1950s,Uk) Yep,Duane Eddy,Steve Douglas,Tenor
1959,1950s,Reveille Rock,Johnny & The Hurricanes,Johnny Paris,Tenor
1959,1950s,Way Down Yonder In New Orleans,Freddy Cannon,Unknown,Sax Section
1959,1950s,"Kookie, Kookie, Lend Me Your Comb",Edd Byrnes & Connie Stevens,Plas Johnson,Tenor
1959,1950s,Red River Rock,Johnny & The Hurricanes,Johnny Paris,Tenor
1959,1950s,Charlie Brown,Coasters,King Curtis,Tenor
1959,1950s,In The Mood,Ernie Fields,Plas Johnson,Tenor
1959,1950s,Along Came Jones,Coasters,King Curtis,Tenor
1959,1950s,Apple Blossom Time,Tab Hunter,Plas Johnson,Sax Section
1959,1950s,Baby Talk,Jan & Dean,Plas Johnson,Tenor
1959,1950s,Be My Guest,Fats Domino,Herb Hardesty,Tenor
1959,1950s,Blue Hawaii,Billy Vaughn,Justin,Alto
1959,1950s,Bonnie Came Back,Duane Eddy,Jim Horn,Tenor
1959,1950s,By The Light Of The Silvery Moon,Little Richard,Lee Allen,Tenor
1959,1950s,Crossfire,Johnny & The Hurricanes,Johnny Paris,Tenor
1959,1950s,Don't Pity Me,Dion & The Belmonts,Jerome Richardson or Buddy Lucas,Alto
1959,1950s,Early To Bed,Poni-Tails,Unknown,Alto
1959,1950s,Forty Miles of Bad Road,Duane Eddy,Steve Douglas,Tenor
1959,1950s,High School U.S.A.,Tommy Facenda,King Curtis,Tenor
1959,1950s,Happy Organ,Dave “Baby” Cortez,Buddy Lucas,Baritone
1959,1950s,I Cried A Tear,Lavern Baker,King Curtis,Tenor
1959,1950s,I Waited Too Long,Lavern Baker,Budd Johnson,Alto
1959,1950s,If I Didn't Care,Connie Francis,Unknown,Tenor
1959,1950s,I'm Gonna Be A Wheel Someday,Fats Domino,Herb Hardesty,Tenor
1959,1950s,Joey's Song,Bill Haley & His Comets,Joey D'Ambrosia,Tenor
1959,1950s,Kansas City,Little Richard,Lee Allen,Tenor
1959,1950s,Kansas City,Hank Ballard & The Midnighters,Unknown,Tenor
1959,1950s,Kissin' Time,Bobby Rydell,George Young,Tenor
1959,1950s,Love Potion Number Nine,Clovers,King Curtis,Tenor
1959,1950s,Manhattan Spiritual,Reg Owen Orchestra,"Bob Burns, Bill Povey , Frank Reidy, Keith Bird",Sax Section
1959,1950s,Margie,Fats Domino,Plas Johnson,Tenor
1959,1950s,Margie,Fats Domino,Unknown,Tenor
1959,1950s,Mary Lou,Ronnie Hawkins And The Hawks,Sam “The Man” Taylor,Tenor
1959,1950s,My Happiness,Connie Francis,Sam “The Man” Taylor,Tenor
1959,1950s,Night Time Is The Right Time,Ray Charles,David “Fathead” Newman,Alto
1959,1950s,Peek-A-Boo,The Cadillacs,Jesse Powell,Sax Section
1959,1950s,Peter Gunn,Ray Anthony,Plas Johnson,Tenor
1959,1950s,Pink Shoe Laces,Dodie Stevens,Plas Johnson,Tenor
1959,1950s,Plain Jane,Bobby Darin,King Curtis,Tenor
1959,1950s,Pretty Girls Everywhere,Eugene Church,Plas Johnson,Baritone
1959,1950s,Primrose Lane,Jerry Wallace,Plas Johnson,Tenor
1959,1950s,Rocka Conga,The Applejacks,Unknown,Sax Section
1959,1950s,Sea Cruise,Frankie Ford,Unknown,Sax Section
1959,1950s,Some Kind-A Earthquake,Duane Eddy,Plas Johnson,Tenor
1959,1950s,Tall Cool One,The Wailers,Mark Marush,Tenor
1959,1950s,The Class,Chubby Checker,Buddy Savitt,Tenor
1959,1950s,The Coffee Grind,Hank Ballard & The Midnighters,Unknown,Tenor
1959,1950s,The Wonder Of You,Ray Peterson,Plas Johnson,Tenor
1959,1950s,There Is Something On Your Mind,Little Sonny Warner,Big Jay Mcneely,Tenor
1959,1950s,Three Little Pigs,Lloyd Price,Unknown,Soprano
1959,1950s,Wee Tom,Lord Rockingham,Unknown,Sax Section
1959,1950s,With The Wind And Rain In Your Hair,Pat Boone,Billy Vaughn Orchestra,Alto
1959,1950s,Yocky Dock Part 1,Bill Doggett,Unknown,Tenor
1959,1950s,You're So Fine,Falcons,Sax Kari,Tenor
1960,1960s,(# 24Aus) The Hucklebuck,Chubby Checker,Unknown,Tenor
1960,1960s,Sweet Nothin's,Brenda Lee,Boots Randolph,Tenor
1960,1960s,Feel So Fine,Johnny Preston,Boots Randolph,Tenor
